title,description,salary_min_net,salary_max_net,skills_required,location,experience_range,source_url
учитель математики,"Формирование способности к постижению основ математических моделей реального объекта или процесса, готовности к применению моделирования для построения объектов и процессов, определения или предсказания их свойств Формирование конкретных знаний, умений и навыков в области математики и информатики Формирование у обучающихся умения проверять математическое доказательство, приводить опровергающий пример
Образование: Высшее образование — бакалавриат",35000,50000,"КТ, СП",Калининград,0 лет,https://trudvsem.ru/vacancy/card/1023901003323/634a177f-746e-11f0-a9f5-d549be31d974
Менеджер по планированию отдела закупок,"Планирование закупочной деятельности, участие в бюджетировании; Контроль выполнения установленных планов, анализ отклонений и подготовка предложений по корректировкам; Подготовка отчетности по направлению закупочной деятельности; Анализ закупочной деятельности и динамики спроса; Оценка рисков и разработка мероприятий по их снижению; Поиск резервов для повышения эффективности работы и более рационального использования ресурсов; Взаимодействие со смежными подразделениями предприятия. Подойдёт опыт работы: в аналитике закупок, планировании производства, экономическом анализе, управлении запасами. Подойдёт для тех, кто ранее работал: на производственных предприятиях, в отделах планирования, аналитики, снабжения или экономических подразделениях. Оставляй отклик, и мы свяжемся с вами для обсуждения деталей вакансии.
Образование: Среднее профессиональное образование. Опыт: 1",60000,60000,"КТ, СП, ОТК",Советск,1 лет,https://trudvsem.ru/vacancy/card/1ec445d0-19b0-11eb-bdf0-e736a3d3ed84/e3c5a520-2a05-11f1-a3e3-e78cce9ac03b
Инженер-технолог/Технолог пищевого производства,"Вичи-Русь является одним из крупнейших в мире предприятий по производству продукции из сурими и рыбных продуктов, которыми торгуют в Российской Федерации, Белоруссии, Казахстане, Армении, Узбекистане, Азербайджане, Молдавии и других странах. Мы приглашаем в команду технолога Ваши будущие задачи: контроль за соблюдением технологического процесса на всех этапах производства Компания предлагает: стабильную, официальную заработную плату (оплата больничных, отпусков) официальное трудоустройство с первого рабочего дня выплаты: премий, материальной помощи, надбавки за выслугу лет доставку корпоративным транспортом с разных районов Калининградской области бесплатный комплексный обед круглосуточную работу медпункта и столовой путевки на санаторно-курортное лечение ДМС ежегодный оплачиваемый отпуск 28 календарных дней сменный график работы 2/2
Образование: Среднее профессиональное образование. Опыт: 1",65000,84000,"КТ, СП",Советск,1 лет,https://trudvsem.ru/vacancy/card/1ec445d0-19b0-11eb-bdf0-e736a3d3ed84/77066768-a933-11f0-b9af-bdc82d0d5dcd
Специалист по пожарной и промышленной безопасности,"Вичи-Русь является одним из крупнейших в мире предприятий по производству продукции из сурими и рыбных продуктов, которыми торгуют в Российской Федерации, Белоруссии, Казахстане, Армении, Узбекистане, Азербайджане, Молдавии и других странах. Мы приглашаем в команду специалиста по промышленной и пожарной безопасности Ваши будущие задачи: проведение инструктажей по пожарной безопасности контроль за средствами пожаротушения и системами пожарной безопасности проведение тренировок и обучения персонала разработка ЛНД производственный контроль на объектах ОПО и проверка знаний персонала обслуживающего ОПО составление документации по промышленной безопасности организация технических освидетельствований ОПО и экспертизы промышленной безопасности Компания предлагает: стабильную, официальную заработную плату (оплата больничных, отпусков) официальное трудоустройство с первого рабочего дня выплаты: премий, материальной помощи, надбавки за выслугу лет доставку корпоративным транспортом с разных районов Калининградской области бесплатный комплексный обед круглосуточную работу медпункта и столовой путевки на санаторно-курортное лечение ежегодный оплачиваемый отпуск 28 календарных дней график работы 5/2 на период стажировки ДМС (оплата медицинских услуг в частных клиниках)
Образование: Высшее образование — бакалавриат. Опыт: 3",69000,69000,"КТ, СП, ОТК",Советск,3 лет,https://trudvsem.ru/vacancy/card/1ec445d0-19b0-11eb-bdf0-e736a3d3ed84/8bccb338-c39f-11f0-97a9-3b56b21cff4d
Электромеханик,"Вичи-Русь является одним из крупнейших в мире предприятий по производству продукции из сурими и рыбных продуктов, которыми торгуют в Российской Федерации, Белоруссии, Казахстане, Армении, Узбекистане, Азербайджане, Молдавии и других странах. Мы приглашаем в команду ""Электромеханика"". Компания предлагает: компенсация жилья успешному кандидату стабильную, официальную заработную плату (оплата больничных, отпусков) официальное трудоустройство с первого рабочего дня выплаты: премий, материальной помощи, надбавки за выслугу лет доставку корпоративным транспортом с разных районов Калининградской области бесплатный комплексный обед круглосуточную работу медпункта и столовой путевки на санаторно-курортное лечение ДМС ежегодный оплачиваемый отпуск 28 календарных дней полное обеспечение качественной спецодеждой график работы сменный 2/2
Образование: Среднее профессиональное образование",90480,90480,"КТ, СП",Советск,0 лет,https://trudvsem.ru/vacancy/card/1ec445d0-19b0-11eb-bdf0-e736a3d3ed84/d00d4ce8-c3a8-11f0-82a6-f10ff9b67cde
Технолог,"Технолог на пищевое производство. Заработная плата: 3600 ₽ за день (от 70.000 до 76 000 ₽ в месяц на руки) Место работы: г. Советск, Маяковского 3Б График: 5/2 с 08.00 до 17.00 (в пятницу с 08.00 до 16.00) Условия: Оформление по ТК РФ с первого дня, полный соц. пакет; Выплаты без задержек, 2 раза в месяц: зарплата 14 числа, аванс 29 числа; 1 Завтрак+1 Комплексный обед за счет организации каждый рабочий день; Добровольное медицинское страхование лечение в частных клиниках за счет организации; Спецодежда и СИЗ выдаём бесплатно + стирка за наш счёт; Медосмотр за счёт компании; Комната отдыха, микроволновки, чай бесплатно; Декретная ставка; Требования: Образование в сфере пищевой промышленности; Паспорт, СНИЛС, ИНН, военный билет (для мужчин); Обязанности: Организация и контроль технологии производства, работа с нормативными документами; Подойдёт опыт работы: Технологом /в аналогичных должностях Из компаний: БалтПтицеПром, Мираторг, АВТОТОР, Рыбфлот-Фор, Энкор, Целлюлозно-бумажный завод, Черняховский мясокомбинат, Черняховский хлебзавод, БалтКерамика, Содружество Соя, Пятёрочка, Озон, Wildberries, Светофор, Фикс Прайс и любых других складов и производств Оставляй отклик свяжемся в ближайшее время!
Образование: Среднее профессиональное образование. Опыт: 1",70000,75000,"СП, ОТК, ТК РФ",Советск,1 лет,https://trudvsem.ru/vacancy/card/1ec445d0-19b0-11eb-bdf0-e736a3d3ed84/a58525b8-f5f3-11f0-8628-a3cca5294b78
Аккумуляторщик,"Вичи-Русь одно из крупнейших производств продукции из сурими и рыбных полуфабрикатов, известное не только в России, но и в странах СНГ и Европы. Сегодня мы приглашаем в команду Аккумуляторщика. Чем предстоит заниматься: выполнение простых и средней сложности работ по ремонту аккумуляторов и аккумуляторных батарей различных типов и емкостей; монтаж и демонтаж элементов аккумуляторных батарей с выправкой соединительных деталей; ремонт зарядных агрегатов. Опыт работы в аналогичной должности, будет Вашим преимуществом. Мы предлагаем: официальное оформление с первого дня работы и стабильную заработную плату без задержек (2 раза в месяц 14 и 29 числа); полный соцпакет: оплачиваемые больничные и ежегодный отпуск 28 календарных дней; систему поощрений: премии, надбавки за стаж, материальную помощь в сложных ситуациях; корпоративный транспорт из Гусева, Черняховска, Славска, Немана, Советска и других населённых пунктов области; бесплатное комплексное питание для сотрудников; комфортные условия: спецодежда, личные шкафчики, душевые и комнаты отдыха; возможность санаторно-курортного лечения, подарки детям к праздникам; ДМС, включая стоматологию, и круглосуточную доступность медпункта на территории предприятия; график работы: 5/2 (08:00-17:00), 2/2: дневные (08:00 20:00) и ночные (20:00 08:00) смены. Контактная информация
Образование: Среднее профессиональное образование. Опыт: 1",60000,60000,"КТ, монтаж, демонтаж, ремонт, СП",Советск,1 лет,https://trudvsem.ru/vacancy/card/1ec445d0-19b0-11eb-bdf0-e736a3d3ed84/43277b58-c3a0-11f0-814a-a71e509d0881
Фрезеровщик 3 категории,"изготовление деталей и заготовок определённой формы и размеров на фрезерных станках; контроль качества обработки; работа с чертежами и технической документацией; поддержание порядка на рабочем месте.
Образование: Среднее профессиональное образование. Опыт: 1",60000,65000,"контроль качества, ОТК",Советск,1 лет,https://trudvsem.ru/vacancy/card/1ec445d0-19b0-11eb-bdf0-e736a3d3ed84/5c8af490-a817-11f0-b9af-bdc82d0d5dcd
Укладчик-упаковщик,"Вичи-Русь является одним из крупнейших в мире предприятий по производству продукции из сурими и рыбных продуктов, которыми торгуют в Российской Федерации, Белоруссии, Казахстане, Армении, Узбекистане, Азербайджане, Молдавии и других странах. Мы приглашаем в нашу команду фасовщика в г. Советск, Маяковского 3Б. ЕСТЬ ОБУЧЕНИЕ ЗА СЧЕТ КОМПАНИИ! Доставка корпоративным транспортом из разных районов области. Компания предлагает: стабильную, официальную заработную плату (оплата больничных, отпусков) официальное трудоустройство с первого рабочего дня согласно ТКРФ выплаты: премий, материальной помощи, надбавки за выслугу лет ДМС (оплата медицинских услуг в частных клиниках) бесплатный комплексный обед круглосуточную работу медпункта и столовой путевки на санаторно-курортное лечение ежегодный оплачиваемый отпуск 28 календарных дней выдача качественной спец одежды Скорее откликайся! Ждем именно тебя!
Образование: Общее образование",50000,60000,"КТ, СП, ОТК",Советск,0 лет,https://trudvsem.ru/vacancy/card/1ec445d0-19b0-11eb-bdf0-e736a3d3ed84/b0544368-4911-11f1-862b-c921de52508b
Дворник,"Уборка улицы, тротуаров, очистка территории от снега и льда, посыпка песком.
Образование: Tребования не предъявляются. Квотируемое рабочее место работа на 0,5 ставки, место для инвалида Пунктуальность Дисциплинированность Ответственность",28000,42000,"КТ, ответственность",Калининград,0 лет,https://trudvsem.ru/vacancy/card/1123926004465/d1dd9fe0-4eac-11f1-a2b0-cf2f16d3d048
Учитель,"Обучение и воспитание обучающихся с учётом их психолого-физиологических особенностей и специфики преподаваемого предмета. Способствование формированию общей культуры личности, социализации, осознанного выбора и освоения образовательных программ. Использование разнообразных форм, приёмов, методов и средств обучения, в том числе по индивидуальным учебным планам, ускоренным курсам в рамках федеральных государственных образовательных стандартов (ФГОС). Обоснованный выбор программ и учебно-методического обеспечения, включая цифровые образовательные ресурсы. Планирование и осуществление учебного процесса в соответствии с образовательной программой учреждения, разработка рабочей программы по предмету на основе примерных основных общеобразовательных программ. Организация самостоятельной деятельности обучающихся, в том числе исследовательской, реализация проблемного обучения, связь обучения с практикой, обсуждение с учениками актуальных событий современности. Оценка эффективности и результатов обучения с учётом освоения знаний, овладения умениями, развития опыта творческой деятельности и познавательного интереса. Соблюдение прав и свобод обучающихся, поддержание учебной дисциплины, режима посещения занятий, уважение человеческого достоинства, чести и репутации обучающихся. Контрольно-оценочная деятельность с использованием современных способов оценивания в условиях информационно-коммуникационных технологий (ведение электронных форм документации, в том числе электронного журнала и дневников обучающихся). Внесение предложений по совершенствованию образовательного процесса в учреждении. Участие в деятельности педагогического и иных советов образовательного учреждения, а также в деятельности методических объединений и других формах методической работы. Обеспечение охраны жизни и здоровья обучающихся во время образовательного процесса. Взаимодействие с родителями (лицами, их заменяющими).
Образование: Среднее профессиональное образование. Опыт: 1",40000,43000,"КТ, ФГОС, СП, ОТК",Калининград,1 лет,https://trudvsem.ru/vacancy/card/1023900596884/d8218138-4ea9-11f1-a2b0-cf2f16d3d048
Помощник воспитателя,"- участвует в планировании и организации жизнедеятельности воспитанников, в проведении занятий, организуемых воспитателем; - осуществляет под руководством воспитателя повседневную работу, обеспечивающую создание условий для социально-психологической реабилитации, социальной и трудовой адаптации воспитанников; - совместно с медицинскими работниками, под руководством воспитателя обеспечивает сохранение и укрепление здоровья воспитанников, проведение мероприятий, способствующих их психофизическому развитию, соблюдению ими распорядка дня; - организует с учетом возраста воспитанников их работу по самообслуживанию, соблюдение ими требований охраны труда, оказывает им необходимую помощь; - участвует в работе по профилактике девиантного поведения, вредных привычек у воспитанников; - обеспечивает состояние помещений и оборудования, соответствующее санитарно-гигиеническим нормам их содержания;
Образование: Среднее профессиональное образование",28000,30000,"КТ, СП",Калининград,0 лет,https://trudvsem.ru/vacancy/card/1083925041705/bbbbe99e-4ea9-11f1-88a4-b78620eb28ba
Бухгалтер,"ведение бухучета денежных средств (касса-банк), учет ТМЦ и ОС
Образование: Среднее профессиональное образование. Опыт: 3",27093,51000,управленческий учет,Калининград,3 лет,https://trudvsem.ru/vacancy/card/e74ada80-8538-11ef-a848-1f3aadc834d0/64cc61cc-fd12-11f0-9e65-ebfe10c720cc
Младший воспитатель,"Играет с детьми, участвует в проведении занятий, собирает детей на прогулку и готовит ко сну, учит обслуживать себя и соблюдать режим, выполняет поручения воспитателя и заведующего, иногда помогает на кухне.
Образование: Среднее профессиональное образование",28000,30000,СП,Калининград,0 лет,https://trudvsem.ru/vacancy/card/1023901007492/3b309d3d-4ea8-11f1-a2b0-cf2f16d3d048
Воспитатель,"Педагогическая деятельность по проектированию и реализацииобразовательного процесса в организациях дошкольного образования: 1.Обучение. осуществление профессиональной деятельности в соответствии стребованиями Федеральных государственных образовательных стандартовдошкольного образования; планирование и проведение учебных занятий; формирование универсальных учебных действий; формирование мотивации к обучению. 2. Воспитательная деятельность. реализация современных, в том числе интерактивных, форм и методоввоспитательной работы; проектирование и реализация воспитательных программ; реализация воспитательных возможностей различных видов деятельностиребенка (учебной, игровой, трудовой, спортивной, художественной и т.д.); 3. Развивающая деятельность. 4.Педагогическая деятельность по реализации программ дошкольногообразования.
Образование: Среднее профессиональное образование. можно с детьми, наличие медицинской книжки и справки об отсутствии судимости. Ответственность",35000,55000,"КТ, проектирование, СП, ответственность",Калининград,0 лет,https://trudvsem.ru/vacancy/card/1133926033669/7b00c198-4eaa-11f1-97f3-f7576f65caec
Учитель,"Обучение и воспитание обучающихся с учётом их психолого-физиологических особенностей и специфики преподаваемого предмета. Способствование формированию общей культуры личности, социализации, осознанного выбора и освоения образовательных программ. Использование разнообразных форм, приёмов, методов и средств обучения, в том числе по индивидуальным учебным планам, ускоренным курсам в рамках федеральных государственных образовательных стандартов (ФГОС). Обоснованный выбор программ и учебно-методического обеспечения, включая цифровые образовательные ресурсы. Планирование и осуществление учебного процесса в соответствии с образовательной программой учреждения, разработка рабочей программы по предмету на основе примерных основных общеобразовательных программ. Организация самостоятельной деятельности обучающихся, в том числе исследовательской, реализация проблемного обучения, связь обучения с практикой, обсуждение с учениками актуальных событий современности. Оценка эффективности и результатов обучения с учётом освоения знаний, овладения умениями, развития опыта творческой деятельности и познавательного интереса. Соблюдение прав и свобод обучающихся, поддержание учебной дисциплины, режима посещения занятий, уважение человеческого достоинства, чести и репутации обучающихся. Контрольно-оценочная деятельность с использованием современных способов оценивания в условиях информационно-коммуникационных технологий (ведение электронных форм документации, в том числе электронного журнала и дневников обучающихся). Внесение предложений по совершенствованию образовательного процесса в учреждении. Участие в деятельности педагогического и иных советов образовательного учреждения, а также в деятельности методических объединений и других формах методической работы. Обеспечение охраны жизни и здоровья обучающихся во время образовательного процесса. Взаимодействие с родителями (лицами, их заменяющими).
Образование: Высшее образование — бакалавриат. Опыт: 1",40000,45000,"КТ, ФГОС, СП, ОТК",Калининград,1 лет,https://trudvsem.ru/vacancy/card/1023900596884/6e351c58-4ea9-11f1-88a4-b78620eb28ba
Младший воспитатель,"Участвует в планировании и организации жизнедеятельности воспитанников, в проведении занятий, организуемых воспитателем. Осуществляет под руководством воспитателя повседневную работу, обеспечивающую создание условий для социально-психологической реабилитации, социальной и трудовой адаптации воспитанников. Совместно с медицинскими работниками и под руководством воспитателя обеспечивает сохранение и укрепление здоровья воспитанников, проведение мероприятий, способствующих их психофизическому развитию, соблюдению ими распорядка дня. Организует с учетом возраста воспитанников их работу по самообслуживанию, соблюдение ими требований охраны труда, оказывает им необходимую помощь. Обеспечивает состояние помещений и оборудования, соответствующее санитарно-гигиеническим нормам их содержания. Обеспечивает охрану жизни и здоровья воспитанников во время образовательного процесса. Выполняет правила по охране труда и пожарной безопасности.
Образование: Среднее профессиональное образование. можно с детьми, наличие медицинской книжки и справки об отсутствии судимости. Ответственность",30000,35000,"СП, ответственность",Калининград,0 лет,https://trudvsem.ru/vacancy/card/1133926033669/e773b1a8-4ea7-11f1-97f3-f7576f65caec
Дворник,"уборка территории детского сада
Образование: Tребования не предъявляются",28000,28000,,Калининград,0 лет,https://trudvsem.ru/vacancy/card/1123926076780/ba8e29ec-4ea7-11f1-97f3-f7576f65caec
Педагог-психолог,"Организация и осуществление совместно со специалистами (педагогами, преподавателями, учителями-дефектологами, учителями-логопедами) психолого-педагогической коррекции отклонений в психическом развитии обучающихся, нарушений социализации
Образование: Высшее образование — бакалавриат",35000,40000,"КТ, СП, ОТК",Калининград,0 лет,https://trudvsem.ru/vacancy/card/1023901648638/8d7ea16f-4ea6-11f1-a2b0-cf2f16d3d048
Медицинская сестра,"Производит выдачу проживающим лекарств по назначению врача и выполняет назначенные врачом лечебные процедуры. Осуществляет 4 раза в день кормление ослабленных, не способных к самостоятельному приёму пищи, проживающих граждан.Осуществляет измерение температуры тела, артериального давления, пульса клиентов по назначению врача. Составляет заявку на получение медицинских препаратов на медицинский пост старшей медицинской сестре. По мере необходимости выполняет подкожные/внутримышечные инъекции. По назначению врача ставит клизмы, накладывает компрессы, обрабатывает поверхности ран, закапывает капли, при необходимости оказывает помощь по использованию катетера. Своевременно вызывает врача для оказания медицинской помощи. По факту наступления несчастного случая оказывает медицинскую доврачебную помощь клиентам.
Образование: Среднее профессиональное образование. Опыт: 1",50000,51000,"КТ, инъекции, СП","ом, Калининградская область",1 лет,https://trudvsem.ru/vacancy/card/1023902215622/509a7dc0-0cd7-11f1-be20-37e6af0d3814
Экономист,"Начисление, контроль за правильностью исчесления, своевременность осуществления платежей, помощь в составление плана ФХД, размещение плана ФХД на официальном сайте, формирование и предоставление информации для обработки и публикации на едином портале бюджетной системы РФ, отдельные поручения руководства.
Образование: Среднее профессиональное образование. Опыт: 1",38000,38000,"управленческий учет, МИС, ОТК","ом, Калининградская область",1 лет,https://trudvsem.ru/vacancy/card/1023902215622/25a838a9-1e94-11f0-9de6-d549be31d974
Медицинская сестра,"Производит выдачу проживающим лекарств по назначению врача и выполняет назначенные врачом лечебные процедуры. Осуществляет 4 раза в день кормление ослабленных, не способных к самостоятельному приёму пищи, проживающих граждан.Осуществляет измерение температуры тела, артериального давления, пульса клиентов по назначению врача. Составляет заявку на получение медицинских препаратов на медицинский пост старшей медицинской сестре. По мере необходимости выполняет подкожные/внутримышечные инъекции. По назначению врача ставит клизмы, накладывает компрессы, обрабатывает поверхности ран, закапывает капли, при необходимости оказывает помощь по использованию катетера. Своевременно вызывает врача для оказания медицинской помощи. По факту наступления несчастного случая оказывает медицинскую доврачебную помощь клиентам.
Образование: Среднее профессиональное образование. Опыт: 1",50000,51000,"КТ, инъекции, СП","ом, Калининградская область",1 лет,https://trudvsem.ru/vacancy/card/1023902215622/0d568b68-efb5-11f0-9535-877db9a256ca
Бухгалтер,"Начисление, контроль за правильностью исчесления, своевременность осуществления платежей, помощь в составление плана ФХД, размещение плана ФХД на официальном сайте, формирование и предоставление информации для обработки и публикации на едином портале бюджетной системы РФ, отдельные поручения руководства.
Образование: Среднее профессиональное образование. Опыт: 1",38200,40000,"СП, ОТК","ом, Калининградская область",1 лет,https://trudvsem.ru/vacancy/card/1023902215622/cbb959b8-0cb2-11f1-8053-7d02f7782fc0
Уборщик производственных и служебных помещений,"Удаление пыли, подметание и мытье вручную или с помощью машин и приспособлений полов, лестниц, лестничных клеток, окон, стен, потолков в производственных помещениях . Приготовление моющих и дезинфицирующих растворов для мытья полов, стен, окон и потолков.
Образование: Tребования не предъявляются",28000,48000,СП,Калининград,0 лет,https://trudvsem.ru/vacancy/card/1123926004465/aeeb963a-f610-11f0-a027-0dd543315e5a
младший инспектор отделения по конвоированию,"Осуществление автодорожного и воздушного конвоирования лиц находящихся под стражей; Соблюдение требований действующего законодательства;
Образование: Общее образование",55000,60000,"КТ, СП",Калининград,0 лет,https://trudvsem.ru/vacancy/card/1023901002784/5fcc68e8-4ea8-11f1-a2b0-cf2f16d3d048
Судовой врач (ПМ-82) (в/ч 45752-В),"Обеспечение соблюдения гигиенических и санитарных правил на судне, проведение санитарно-гигиенических и противоэпидемических мероприятий. Докладывать капитану о случаях инфекционных и массовых заболеваний. Оказание лечебно-профилактической медицинской помощи членам экипажа и, при необходимости, экипажам других судов. В сложных случаях диагностики и лечения получать консультации специалистов по радио. Ежедневно проводить приём больных.
Образование: Высшее образование — бакалавриат. Опыт: 1. Коммуникабельность",119590,119590,"КТ, СП, коммуникабельность",Балтийск,1 лет,https://trudvsem.ru/vacancy/card/1093925038272/20e77268-4ea7-11f1-a2b0-cf2f16d3d048
водитель - сотрудник,"осуществление управление специальным автомобилем; осуществление перевозок людей; использование специальных сигналов;
Образование: Общее образование. Опыт: 1",60000,65000,СП,Калининград,1 лет,https://trudvsem.ru/vacancy/card/1023901002784/c5f2ba89-4ea7-11f1-a2b0-cf2f16d3d048
воспитатель,"Организация воспитательно-образовательной работы с детьми, проведение занятий - реализация образовательных программ учреждения (в том числе индивидуальных), формирование навыков поведения и дисциплины у детей; организация режима дня дошкольника: проведение прогулки, организация сна, питания; ведение документации воспитателя: календарно-тематическое планирование образовательной работы, табель посещаемости; организация и проведение работы с родителями; взаимодействие с другими специалистами учреждения
Образование: Среднее профессиональное образование. график работы сменный: 1 смена 07.00 -13.00; 2 смена с 13.00-19.00",30000,50000,СП,Калининград,0 лет,https://trudvsem.ru/vacancy/card/1023901007492/6da42e29-6157-11ef-bb43-e7d0d2cf29b1
Бухгалтер,"Родительская плата, банк, компенсация части родительской платы, основные средства
Образование: Среднее профессиональное образование. Опыт: 1",30000,40000,управленческий учет,Калининград,1 лет,https://trudvsem.ru/vacancy/card/1023901007492/1ffe7160-6ad2-11ef-9774-d549be31d974
Рабочий по комплексному обслуживанию и ремонту зданий,"Профстандарт рабочего по комплексному обслуживанию зданий
Образование: Tребования не предъявляются. Опыт: 3",45000,50000,ремонт,Калининград,3 лет,https://trudvsem.ru/vacancy/card/1023901014257/ca7fb230-4ea6-11f1-97f3-f7576f65caec
Начальник радиостанции ПМ-82 (в/ч 45752-В),"Руководит работой радиостанции. Осуществляет сбор, передачу и распространение гидрометеорологической и другой информации об окружающей среде, обмен служебной корреспонденцией.
Образование: Среднее профессиональное образование. Опыт: 1. Коммуникабельность",46170,51051,"СП, коммуникабельность",Балтийск,1 лет,https://trudvsem.ru/vacancy/card/1093925038272/8eb832d8-4ea6-11f1-97f3-f7576f65caec
